EarthquakeKey,EarthquakeID,Year_Index,Month_Index,StationName,SiteClass,log_Pa,log_Pv,log_Pd,log_PGV
2015p106608MXZ,2015p106608,3,2,MXZ,B,-8.160491,-12.180405,-15.17419,-10.976432
2016p321165MRZ,2016p321165,4,4,MRZ,B,-7.729268,-10.325082,-12.615546,-10.070723
2022p557940MXZ,2022p557940,10,7,MXZ,B,-4.121975,-7.618857,-10.936312,-5.870305
2020p158179VRZ,2020p158179,8,2,VRZ,B,-6.510913,-10.218198,-13.863651,-8.961747
2020p292266MQZ,2020p292266,8,4,MQZ,B,-3.236002,-7.477113,-11.183622,-5.752926
2020p292266MTPS,2020p292266,8,4,MTPS,B,-2.493221,-6.605559,-10.146834,-6.133455
2020p292266HUNS,2020p292266,8,4,HUNS,B,-1.451179,-5.955195,-9.659757,-4.906076
2018p109067WVZ,2018p109067,6,2,WVZ,B,-4.399455,-8.725941,-12.504479,-7.579004
2018p109067RPZ,2018p109067,6,2,RPZ,B,-7.447804,-10.780558,-14.028704,-8.616251
2019p391253MWFS,2019p391253,7,5,MWFS,B,-6.634994,-9.538844,-12.15348,-8.693501
2017p813109OXZ,2017p813109,5,10,OXZ,B,-6.600719,-10.441342,-13.479038,-9.969627
2017p813109INZ,2017p813109,5,10,INZ,B,-8.76278,-11.676622,-14.53295,-11.176453
2017p813109LTZ,2017p813109,5,10,LTZ,B,-5.674217,-9.601903,-12.327111,-8.274655
2017p813109GVZ,2017p813109,5,10,GVZ,B,-8.328695,-11.549589,-14.379385,-10.637457
2019p571997INZ,2019p571997,7,7,INZ,B,-4.643455,-8.336519,-11.707725,-6.720517
2019p571997LTZ,2019p571997,7,7,LTZ,B,-6.966805,-10.654264,-14.229512,-9.590138
2019p571997WVZ,2019p571997,7,7,WVZ,B,-6.399653,-10.675678,-14.053768,-9.090018
2019p571997OXZ,2019p571997,7,7,OXZ,B,-6.682857,-10.472649,-13.747852,-8.412567
2019p400895MWZ,2019p400895,7,5,MWZ,B,-9.121304,-12.331636,-14.50666,-11.314075
2017p144886INZ,2017p144886,5,2,INZ,B,-10.553575,-12.848527,-15.587467,-12.577136
2017p144886LTZ,2017p144886,5,2,LTZ,B,-9.950579,-12.775234,-15.334194,-12.483145
2017p144886OXZ,2017p144886,5,2,OXZ,B,-9.06944,-13.073573,-15.623399,-11.844211
2016p875804BWRS,2016p875804,4,11,BWRS,B,-7.262593,-11.100816,-14.058857,-8.943034
2020p449230MTHZ,2020p449230,8,6,MTHZ,B,-6.096217,-9.989045,-13.390243,-7.729045
2020p449230MWZ,2020p449230,8,6,MWZ,B,-7.821031,-11.638489,-15.66702,-11.590887
2019p473556OXZ,2019p473556,7,6,OXZ,B,-5.225245,-9.716178,-13.189572,-8.131166
2019p473556LTZ,2019p473556,7,6,LTZ,B,-7.270711,-10.95331,-13.530332,-10.604667
2019p473556INZ,2019p473556,7,6,INZ,B,-7.974924,-11.555833,-14.50069,-11.06185
2019p388941URZ,2019p388941,7,5,URZ,B,-9.858514,-13.255895,-15.209837,-11.93452
2022p812320WVZ,2022p812320,10,10,WVZ,B,-5.965945,-10.608707,-15.053385,-8.635273
2022p812320LTZ,2022p812320,10,10,LTZ,B,-8.796424,-12.671288,-16.483379,-11.937573
2022p812320OXZ,2022p812320,10,10,OXZ,B,-7.485038,-11.783423,-15.470992,-11.537218
2013p545122NEWS,2013p545122,1,7,NEWS,B,-7.396378,-11.814031,-15.848069,-10.633299
2013p545122BWRS,2013p545122,1,7,BWRS,B,-6.383271,-10.633299,-14.64792,-9.479528
2013p545122TCW,2013p545122,1,7,TCW,B,-5.988999,-10.519674,-14.411531,-8.770616
2013p545122FAIS,2013p545122,1,7,FAIS,B,-7.192441,-11.60285,-15.871236,-10.472649
2018p419747MWZ,2018p419747,6,6,MWZ,B,-7.888638,-11.586572,-13.757242,-9.92369
2018p419747URZ,2018p419747,6,6,URZ,B,-6.974701,-11.01215,-14.150983,-9.256384
2015p662517WVZ,2015p662517,3,9,WVZ,B,-6.951672,-11.289782,-14.093903,-9.850895
2015p662517OXZ,2015p662517,3,9,OXZ,B,-6.896054,-10.592643,-14.122036,-8.948538
2015p662517LTZ,2015p662517,3,9,LTZ,B,-7.725586,-9.729534,-12.094531,-9.462655
2017p864538URZ,2017p864538,5,11,URZ,B,-8.642796,-12.202081,-15.022822,-11.006108
2019p387431OXZ,2019p387431,7,5,OXZ,B,-4.961575,-8.852386,-11.827636,-8.041795
2019p387431WVZ,2019p387431,7,5,WVZ,B,-7.259313,-10.839981,-13.833675,-9.824676
2019p387431LTZ,2019p387431,7,5,LTZ,B,-6.608276,-10.349775,-12.973943,-9.963238
2019p387431INZ,2019p387431,7,5,INZ,B,-7.4487,-11.06185,-14.45417,-8.676593
2022p345514MWFS,2022p345514,10,5,MWFS,B,-5.155381,-8.524339,-12.55705,-7.008249
2015p847318MQZ,2015p847318,3,11,MQZ,B,-6.523389,-10.254464,-13.479038,-9.356523
2015p847318OXZ,2015p847318,3,11,OXZ,B,-6.750434,-10.881654,-14.754558,-8.761203
2015p847318LTZ,2015p847318,3,11,LTZ,B,-7.676954,-10.576832,-12.690581,-10.257309
2015p332712WKZ,2015p332712,3,5,WKZ,B,-1.664576,-5.38808,-7.639571,-3.606642
2019p902264CVZ,2019p902264,7,11,CVZ,B,-6.937081,-11.212821,-14.977063,-10.501325
2019p902264MQZ,2019p902264,7,11,MQZ,B,-6.608708,-11.036691,-15.230204,-9.457521
2019p902264OXZ,2019p902264,7,11,OXZ,B,-6.441591,-10.738198,-14.685395,-9.600424
2019p902264INZ,2019p902264,7,11,INZ,B,-8.378436,-12.062838,-15.460576,-12.333906
2019p902264WVZ,2019p902264,7,11,WVZ,B,-8.65061,-12.240664,-15.654362,-11.347411
2019p902264RPZ,2019p902264,7,11,RPZ,B,-8.71322,-12.166852,-16.328817,-11.018229
2022p808667WVZ,2022p808667,10,10,WVZ,B,-0.962922,-5.139134,-9.155985,-4.251323
2022p808667FOZ,2022p808667,10,10,FOZ,B,-6.973912,-10.881654,-14.73933,-9.086293
2022p973340OXZ,2022p973340,10,12,OXZ,B,-4.617243,-8.496313,-11.936046,-6.967232
2022p973340LTZ,2022p973340,10,12,LTZ,B,-6.965979,-10.265893,-13.641557,-9.033844
2022p973340MQZ,2022p973340,10,12,MQZ,B,-5.763037,-9.881726,-13.339276,-7.696387
2017p498284URZ,2017p498284,5,7,URZ,B,-7.155803,-10.625034,-13.290782,-9.897505
2021p686788WKZ,2021p686788,9,9,WKZ,B,-8.662589,-11.780805,-16.202565,-10.580761
2019p388912URZ,2019p388912,7,5,URZ,B,-8.311017,-11.205441,-13.61666,-10.33427
2021p470692MQZ,2021p470692,9,6,MQZ,B,-7.769269,-12.040558,-16.190666,-9.50337
2021p470692LTZ,2021p470692,9,6,LTZ,B,-7.431732,-11.786047,-15.460576,-11.722413
2021p470692OXZ,2021p470692,9,6,OXZ,B,-5.163027,-10.017777,-13.693293,-8.839805
2021p653688TSFS,2021p653688,9,8,TSFS,B,-6.791317,-10.131644,-14.282319,-8.20418
2021p653688NNZ,2021p653688,9,8,NNZ,B,-8.462123,-12.285116,-15.796012,-10.919599
2021p653688THZ,2021p653688,9,8,THZ,B,-7.030083,-11.018229,-14.664143,-8.77337
2021p653688QRZ,2021p653688,9,8,QRZ,B,-5.804162,-10.149388,-14.038654,-8.91091
2016p911857KIKS,2016p911857,4,12,KIKS,B,-5.418104,-9.188236,-12.304789,-7.215739
2016p911857THZ,2016p911857,4,12,THZ,B,-7.731048,-10.982297,-13.974506,-10.331198
2017p003740BKZ,2017p003740,5,1,BKZ,B,-7.853163,-10.855405,-12.740508,-9.832098
2017p003740RTZ,2017p003740,5,1,RTZ,B,-6.915424,-10.234773,-12.406966,-8.727161
2017p003740MTHZ,2017p003740,5,1,MTHZ,B,-7.410014,-10.111742,-12.47526,-8.4987
2018p456170LTZ,2018p456170,6,6,LTZ,B,-6.749532,-10.215462,-13.437074,-10.126631
2018p456170RPZ,2018p456170,6,6,RPZ,B,-6.988763,-10.729024,-13.464854,-10.058972
2018p456170OXZ,2018p456170,6,6,OXZ,B,-7.316614,-11.417615,-14.568408,-9.645749
2018p456170INZ,2018p456170,6,6,INZ,B,-8.216252,-11.596307,-14.767428,-10.394511
2017p615827KHLS,2017p615827,5,8,KHLS,B,-5.695525,-9.790159,-13.537879,-8.280068
2017p615827QRZ,2017p615827,5,8,QRZ,B,-2.038877,-6.547523,-10.561268,-6.186851
2020p501932MRZ,2020p501932,8,7,MRZ,B,-7.724678,-12.333906,-16.268919,-9.830237
2020p501932TCW,2020p501932,8,7,TCW,B,-8.026526,-12.612538,-16.34249,-10.346655
2020p501932PWES,2020p501932,8,7,PWES,B,-7.867909,-11.609436,-15.053385,-10.226451
2020p501932PHHS,2020p501932,8,7,PHHS,B,-8.455609,-12.720237,-16.411125,-11.338972
2020p501932TMDS,2020p501932,8,7,TMDS,B,-7.96342,-10.616837,-15.128554,-9.315701
2020p501932POTS,2020p501932,8,7,POTS,B,-8.533785,-12.454534,-16.098293,-11.572675
2020p501932NEWS,2020p501932,8,7,NEWS,B,-8.359378,-12.329371,-16.142388,-11.273909
2020p501932MKBS,2020p501932,8,7,MKBS,B,-8.365816,-12.222202,-15.53588,-11.018229
2016p983748GVZ,2016p983748,4,12,GVZ,B,-7.775503,-10.747458,-13.479038,-11.094215
2017p937993OXZ,2017p937993,5,12,OXZ,B,-2.08847,-6.199532,-9.454963,-4.417445
2017p937993LTZ,2017p937993,5,12,LTZ,B,-6.56227,-10.13921,-13.296717,-9.572746
2017p937993MQZ,2017p937993,5,12,MQZ,B,-5.529843,-9.541626,-12.771707,-8.089285
2021p735290PARS,2021p735290,9,9,PARS,B,-5.495524,-9.01507,-12.71357,-8.357953
2021p735290GODS,2021p735290,9,9,GODS,B,-4.840384,-8.387934,-12.129112,-7.166069
2021p735290MQZ,2021p735290,9,9,MQZ,B,-3.633702,-8.032975,-12.387595,-6.377904
2021p735290MTPS,2021p735290,9,9,MTPS,B,-3.795259,-7.45991,-11.183622,-7.116212
2021p735290RCBS,2021p735290,9,9,RCBS,B,-13.450867,-16.14444,-20.102689,-13.486207
2021p735290SUMS,2021p735290,9,9,SUMS,B,-5.202379,-9.306851,-12.961095,-7.897789
2016p976965OXZ,2016p976965,4,12,OXZ,B,-7.958312,-11.473705,-14.379385,-10.799976
2016p976965LTZ,2016p976965,4,12,LTZ,B,-7.849918,-11.707725,-14.666482,-9.94431
2016p976965INZ,2016p976965,4,12,INZ,B,-7.041628,-10.95904,-13.952476,-8.991767
2019p100253OXZ,2019p100253,7,2,OXZ,B,-5.605078,-9.677149,-12.944217,-8.422556
2019p100253MQZ,2019p100253,7,2,MQZ,B,-1.000884,-5.494691,-9.81731,-4.088257
2019p100253GVZ,2019p100253,7,2,GVZ,B,-5.987471,-9.52095,-12.554213,-10.040453
2019p100253RCBS,2019p100253,7,2,RCBS,B,-13.530332,-15.699385,-18.173821,-14.45417
2020p986503OXZ,2020p986503,8,12,OXZ,B,-2.818942,-7.226042,-10.697561,-6.240067
2020p986503INZ,2020p986503,8,12,INZ,B,-8.779324,-12.416794,-16.031918,-11.514927
2020p986503LTZ,2020p986503,8,12,LTZ,B,-6.826101,-10.775761,-14.45417,-10.641632
2017p617280QRZ,2017p617280,5,8,QRZ,B,-3.347218,-7.664383,-11.169336,-6.806773
2017p617280KHLS,2017p617280,5,8,KHLS,B,-6.064656,-10.204593,-13.279017,-8.713786
2019p397666KIKS,2019p397666,7,5,KIKS,B,-5.721521,-9.490054,-12.349943,-8.868341
2019p397666THZ,2019p397666,7,5,THZ,B,-7.845975,-11.100816,-14.234061,-10.819778
2017p524886KIKS,2017p524886,5,7,KIKS,B,-8.688361,-12.112582,-14.804372,-10.572918
2017p524886GVZ,2017p524886,5,7,GVZ,B,-6.046129,-9.784816,-13.383728,-8.869641
2017p524886LTZ,2017p524886,5,7,LTZ,B,-7.582212,-11.305911,-14.709551,-11.250561
2017p524886THZ,2017p524886,5,7,THZ,B,-8.813244,-12.188233,-14.749456,-11.373164
2022p523964CVZ,2022p523964,10,7,CVZ,B,-7.381494,-10.936312,-14.50666,-9.522315
2022p523964MQZ,2022p523964,10,7,MQZ,B,-5.556051,-9.875872,-13.747852,-7.55231
2016p437749MLZ,2016p437749,4,6,MLZ,B,-9.917586,-12.098116,-14.583381,-11.483367
2016p213407HUNS,2016p213407,4,3,HUNS,B,-4.595905,-8.550507,-12.080321,-7.717461
2016p213407SUMS,2016p213407,4,3,SUMS,B,-6.071212,-9.895519,-12.871605,-7.449107
2016p213407LTZ,2016p213407,4,3,LTZ,B,-7.73389,-11.502975,-14.192388,-10.170061
2016p213407GVZ,2016p213407,4,3,GVZ,B,-6.814698,-10.576832,-13.087962,-9.49403
2016p213407MQZ,2016p213407,4,3,MQZ,B,-4.408883,-8.275189,-11.695647,-8.171892
2017p031633GVZ,2017p031633,5,1,GVZ,B,-5.373765,-9.925733,-13.370825,-10.322038
2017p031633LTZ,2017p031633,5,1,LTZ,B,-7.500854,-11.913403,-15.070777,-10.809828
2017p031633MQZ,2017p031633,5,1,MQZ,B,-6.849418,-10.633299,-14.264928,-9.841452
2017p031633OXZ,2017p031633,5,1,OXZ,B,-5.031639,-9.35884,-12.687339,-8.138274
2016p895489GVZ,2016p895489,4,11,GVZ,B,-6.28063,-10.490475,-13.403401,-10.116681
2016p895489KIKS,2016p895489,4,11,KIKS,B,-6.991071,-10.908609,-14.079476,-8.973909
2013p544629TCW,2013p544629,1,7,TCW,B,-7.299201,-11.698051,-14.897266,-9.218373
2013p544629BWRS,2013p544629,1,7,BWRS,B,-6.81503,-10.542147,-14.046182,-8.580016
2017p008075THZ,2017p008075,5,1,THZ,B,-9.603383,-12.778774,-15.320588,-11.891262
2017p008075GVZ,2017p008075,5,1,GVZ,B,-5.714801,-9.843334,-13.56865,-9.699731
2017p008075LTZ,2017p008075,5,1,LTZ,B,-9.357681,-12.907252,-15.879079,-12.033801
2019p465901MWZ,2019p465901,7,6,MWZ,B,-8.913679,-12.796663,-15.455408,-11.281814
2016p119032GVZ,2016p119032,4,2,GVZ,B,-7.867611,-12.099912,-15.400256,-11.493123
2016p119032RCBS,2016p119032,4,2,RCBS,B,-13.370825,-15.767439,-18.255166,-14.958075
2016p119032MQZ,2016p119032,4,2,MQZ,B,-7.342415,-11.381897,-14.980263,-11.609436
2016p119032LTZ,2016p119032,4,2,LTZ,B,-9.285064,-10.248799,-13.157991,-10.43112
2017p852958GVZ,2017p852958,5,11,GVZ,B,-4.63297,-8.361857,-11.512925,-7.488285
2017p852958LTZ,2017p852958,5,11,LTZ,B,-8.362466,-12.103516,-15.205813,-11.036691
2021p750176LTZ,2021p750176,9,10,LTZ,B,-4.063072,-8.060424,-11.636224,-7.231865
2021p750176GVZ,2021p750176,9,10,GVZ,B,-6.347029,-10.13921,-13.184239,-9.387078
2020p828060FOZ,2020p828060,8,11,FOZ,B,-6.186925,-9.965363,-13.5007,-7.701337
2020p828060RPZ,2020p828060,8,11,RPZ,B,-7.125117,-10.404363,-13.842882,-7.560692
2020p828060WVZ,2020p828060,8,11,WVZ,B,-2.107105,-6.531453,-10.28915,-5.866993
2020p828060INZ,2020p828060,8,11,INZ,B,-6.667533,-10.204593,-13.416734,-9.104936
2022p472261MQZ,2022p472261,10,6,MQZ,B,-5.557839,-9.893537,-13.729333,-7.201725
2022p472261OXZ,2022p472261,10,6,OXZ,B,-4.57371,-8.851038,-12.212091,-6.168363
2022p472261LTZ,2022p472261,10,6,LTZ,B,-5.866816,-9.526422,-13.078346,-9.470407
2020p064625PYZ,2020p064625,8,1,PYZ,B,-9.072554,-12.370947,-15.158745,-10.994132
2015p977780MLZ,2015p977780,3,12,MLZ,B,-8.139449,-12.168777,-15.006238,-11.381897
2017p512943MRZ,2017p512943,5,7,MRZ,B,-5.97927,-9.466524,-11.936046,-9.025214
2017p512943BMTS,2017p512943,5,7,BMTS,B,-2.65755,-6.900959,-9.969627,-5.773866
2017p512943PWES,2017p512943,5,7,PWES,B,-3.900766,-8.250232,-10.994132,-6.302137
2017p512943FAIS,2017p512943,5,7,FAIS,B,-2.630738,-6.732037,-9.931887,-5.444024
2017p512943MKBS,2017p512943,5,7,MKBS,B,-4.753644,-8.463894,-11.654489,-6.612966
2017p512943WANS,2017p512943,5,7,WANS,B,-2.743793,-6.614821,-9.582854,-6.158057
2017p512943PHHS,2017p512943,5,7,PHHS,B,-3.886077,-7.008437,-9.158564,-5.633451
2017p512943SOMS,2017p512943,5,7,SOMS,B,-3.208502,-7.529477,-10.733601,-5.247373
2017p512943TCW,2017p512943,5,7,TCW,B,-5.797731,-10.094648,-13.7202,-8.058851
2020p685172OXZ,2020p685172,8,9,OXZ,B,-7.761585,-11.546482,-14.823368,-10.159671
2020p685172MQZ,2020p685172,8,9,MQZ,B,-6.443545,-10.580761,-14.692581,-8.284519
2018p040834MQZ,2018p040834,6,1,MQZ,B,-5.450572,-9.572746,-13.757242,-6.885678
2018p040834LTZ,2018p040834,6,1,LTZ,B,-7.517152,-10.809828,-14.058857,-9.688376
2018p040834GVZ,2018p040834,6,1,GVZ,B,-6.320846,-9.946395,-12.995731,-8.667348
2018p950837GVZ,2018p950837,6,12,GVZ,B,-6.990334,-10.95331,-14.602968,-10.414313
2018p950837KIKS,2018p950837,6,12,KIKS,B,-6.345504,-10.218198,-13.61666,-8.142799
2016p875149GVZ,2016p875149,4,11,GVZ,B,-6.481931,-9.847107,-12.399657,-8.21522
2019p459520URZ,2019p459520,7,6,URZ,B,-9.045852,-12.324856,-15.492157,-11.473705
2019p459520MWZ,2019p459520,7,6,MWZ,B,-8.569318,-12.397233,-15.166438,-11.000102
2014p946083MLZ,2014p946083,2,12,MLZ,B,-7.067348,-11.289782,-14.791021,-9.991226
2018p392080INZ,2018p392080,6,5,INZ,B,-9.465233,-12.58295,-15.276528,-11.940636
2018p392080LTZ,2018p392080,6,5,LTZ,B,-5.575798,-9.870053,-13.530332,-8.665873
2018p392080MQZ,2018p392080,6,5,MQZ,B,-8.525679,-12.098116,-14.772623,-10.600643
2018p392080GVZ,2018p392080,6,5,GVZ,B,-7.247823,-11.120883,-13.999433,-11.355922
2020p814319GVZ,2020p814319,8,10,GVZ,B,-7.431989,-11.220256,-14.757119,-10.616837
2020p814319THZ,2020p814319,8,10,THZ,B,-9.243897,-12.180405,-16.146495,-11.701668
2020p814319KIKS,2020p814319,8,10,KIKS,B,-6.51196,-10.508624,-14.336387,-8.846441
2016p919307KIKS,2016p919307,4,12,KIKS,B,-3.463511,-6.684844,-9.575624,-6.573011
2016p919307KEKS,2016p919307,4,12,KEKS,B,-7.076285,-10.414313,-13.364435,-9.49403
2016p917983KEKS,2016p917983,4,12,KEKS,B,-5.130069,-8.649491,-11.630584,-6.71058
2016p917983THZ,2016p917983,4,12,THZ,B,-9.311266,-12.927619,-15.178088,-12.287283
2016p917983TCW,2016p917983,4,12,TCW,B,-8.372349,-11.868173,-15.259434,-10.684374
2016p870912KIKS,2016p870912,4,11,KIKS,B,-5.515333,-9.261634,-12.108946,-6.739396
2016p870912THZ,2016p870912,4,11,THZ,B,-8.085589,-11.127663,-13.84597,-9.917586
2016p942033TCW,2016p942033,4,12,TCW,B,-7.912626,-11.925415,-15.587467,-9.788375
2016p942033BWRS,2016p942033,4,12,BWRS,B,-6.87037,-10.80489,-14.311448,-8.613721
2016p942033NNZ,2016p942033,4,12,NNZ,B,-8.079258,-10.141745,-12.559895,-10.729024
2016p871058LTZ,2016p871058,4,11,LTZ,B,-6.710514,-10.785377,-14.336387,-9.702999
2016p871058GVZ,2016p871058,4,11,GVZ,B,-7.438059,-11.629459,-14.374127,-7.879836
2017p512795MRZ,2017p512795,5,7,MRZ,B,-7.456984,-9.323509,-11.783423,-10.733601
2017p512795SOMS,2017p512795,5,7,SOMS,B,-5.392968,-9.672376,-13.184239,-7.562365
2017p512795MKBS,2017p512795,5,7,MKBS,B,-6.430829,-10.210013,-13.649996,-9.645749
2017p512795FAIS,2017p512795,5,7,FAIS,B,-4.639357,-8.755761,-12.180405,-8.35739
2017p512795BMTS,2017p512795,5,7,BMTS,B,-5.237477,-9.137555,-12.363897,-8.628019
2017p512795PWES,2017p512795,5,7,PWES,B,-5.72252,-9.92778,-13.194934,-8.851506
2017p512795PHHS,2017p512795,5,7,PHHS,B,-5.764422,-9.325751,-12.723587,-8.478232
2017p512795WANS,2017p512795,5,7,WANS,B,-4.891415,-9.290466,-12.822259,-8.728575
2017p840239URZ,2017p840239,5,11,URZ,B,-8.462227,-12.174574,-14.954945,-10.936312
2016p119453OXZ,2016p119453,4,2,OXZ,B,-6.195845,-10.215462,-13.545483,-8.804789
2016p119453GVZ,2016p119453,4,2,GVZ,B,-6.546186,-10.141745,-13.515406,-8.928792
2016p119453MQZ,2016p119453,4,2,MQZ,B,-6.403723,-10.277454,-14.01031,-9.438496
2016p119453LTZ,2016p119453,4,2,LTZ,B,-7.050082,-10.427736,-12.879417,-9.678745
2017p985546WKZ,2017p985546,5,12,WKZ,B,-8.149368,-11.652188,-14.839943,-11.473705
2019p223138MQZ,2019p223138,7,3,MQZ,B,-6.331775,-10.629158,-14.90022,-7.559768
2019p223138PARS,2019p223138,7,3,PARS,B,-5.534377,-9.365825,-12.96536,-8.809593
2019p223138SUMS,2019p223138,7,3,SUMS,B,-4.825177,-8.974012,-12.895228,-7.47857
2019p223138LTZ,2019p223138,7,3,LTZ,B,-8.496665,-11.814031,-14.891383,-11.000102
2019p223138RCBS,2019p223138,7,3,RCBS,B,-13.600399,-15.569974,-18.128011,-15.110138
2017p064410GVZ,2017p064410,5,1,GVZ,B,-4.808068,-8.930983,-12.534577,-8.711203
2017p064410THZ,2017p064410,5,1,THZ,B,-9.444798,-12.389995,-15.117464,-12.129112
2016p516078TSZ,2016p516078,4,7,TSZ,B,-4.928252,-8.98547,-12.674478,-7.905774
2017p374655GVZ,2017p374655,5,5,GVZ,B,-7.454635,-11.524998,-14.311448,-8.997667
2017p374655LTZ,2017p374655,5,5,LTZ,B,-9.584307,-12.329371,-15.289544,-12.013801
2017p530807RPZ,2017p530807,5,7,RPZ,B,-7.665499,-11.042922,-13.969828,-9.87782
2017p530807WVZ,2017p530807,5,7,WVZ,B,-6.426938,-11.087658,-15.124844,-9.452412
2016p892784KIKS,2016p892784,4,11,KIKS,B,-6.20874,-9.405139,-12.600598,-9.229523
2020p381320GVZ,2020p381320,8,5,GVZ,B,-7.255557,-11.018229,-14.309807,-10.538366
2017p952105KEKS,2017p952105,5,12,KEKS,B,-7.717794,-11.788679,-14.79901,-10.04275
2017p952105GVZ,2017p952105,5,12,GVZ,B,-6.392316,-10.790219,-14.10053,-10.306955
2017p952105THZ,2017p952105,5,12,THZ,B,-7.267826,-10.829829,-14.304901,-11.445267
2017p338875PYZ,2017p338875,5,5,PYZ,B,-7.966878,-12.0768,-15.049943,-10.303965
2020p727549URZ,2020p727549,8,9,URZ,B,-8.123042,-11.999058,-15.995878,-11.330604
2016p870715KIKS,2016p870715,4,11,KIKS,B,-6.469381,-10.151949,-13.127376,-7.734308
2019p389111URZ,2019p389111,7,5,URZ,B,-9.017994,-12.723587,-15.117464,-11.141362
2017p307147OXZ,2017p307147,5,4,OXZ,B,-6.190001,-10.620927,-14.257121,-7.708915
2017p307147LTZ,2017p307147,5,4,LTZ,B,-7.683526,-11.73482,-14.980263,-11.176453
2017p307147RPZ,2017p307147,5,4,RPZ,B,-8.700804,-12.47526,-15.445151,-10.819778
2016p873984KEKS,2016p873984,4,11,KEKS,B,-7.744267,-10.780558,-13.584399,-9.256384
2016p873984TCW,2016p873984,4,11,TCW,B,-8.595593,-12.206073,-14.924173,-10.183201
2022p763140KIKS,2022p763140,10,10,KIKS,B,-6.071958,-10.13921,-14.196771,-8.852086
2017p938349GVZ,2017p938349,5,12,GVZ,B,-6.419604,-10.850237,-13.658507,-10.312961
2017p938349LTZ,2017p938349,5,12,LTZ,B,-5.092577,-9.259531,-12.618562,-8.539326
2016p898467KIKS,2016p898467,4,11,KIKS,B,-5.645605,-8.971788,-11.761387,-8.494855
2016p893363KIKS,2016p893363,4,11,KIKS,B,-5.446238,-9.453687,-12.24898,-8.575092
2016p893363GVZ,2016p893363,4,11,GVZ,B,-6.606739,-10.600643,-13.844939,-8.819272
2016p917556KEKS,2016p917556,4,12,KEKS,B,-3.990136,-7.458332,-10.596635,-6.835863
2017p494757MQZ,2017p494757,5,7,MQZ,B,-3.786666,-8.235283,-11.911912,-6.688902
2017p494757HUNS,2017p494757,5,7,HUNS,B,-1.953475,-6.419123,-10.271657,-5.845987
2017p494757GVZ,2017p494757,5,7,GVZ,B,-7.988349,-11.782113,-14.365424,-10.497695
2017p494757RCBS,2017p494757,5,7,RCBS,B,-13.73855,-15.569974,-18.135502,-15.151112
2017p494757OXZ,2017p494757,5,7,OXZ,B,-6.698842,-10.729024,-14.237105,-9.375215
2017p494757LTZ,2017p494757,5,7,LTZ,B,-7.888987,-11.445267,-14.65484,-12.022086
2016p120670GVZ,2016p120670,4,2,GVZ,B,-6.313555,-10.515977,-13.486207,-9.482149
2016p120670OXZ,2016p120670,4,2,OXZ,B,-7.117303,-10.715418,-13.410045,-9.252205
2016p120670MQZ,2016p120670,4,2,MQZ,B,-5.19218,-8.998314,-12.234472,-9.047898
2016p120670LTZ,2016p120670,4,2,LTZ,B,-7.997647,-10.004413,-12.114405,-9.804548
2018p444428WKZ,2018p444428,6,6,WKZ,B,-6.63881,-10.799976,-14.280726,-10.375092
2015p736534MLZ,2015p736534,3,9,MLZ,B,-7.948878,-11.875331,-15.280848,-11.347411
2016p119534MQZ,2016p119534,4,2,MQZ,B,-3.436431,-7.27671,-10.799976,-7.56172
2016p119534LTZ,2016p119534,4,2,LTZ,B,-6.628495,-9.590138,-13.267389,-8.716028
2017p083212QRZ,2017p083212,5,1,QRZ,B,-8.068436,-12.170706,-15.429961,-10.710924
2017p478873KIKS,2017p478873,5,6,KIKS,B,-3.132709,-6.420773,-8.899743,-6.146375
2017p478873KEKS,2017p478873,5,6,KEKS,B,-7.70397,-10.834892,-13.320814,-9.63346
2017p320561MLZ,2017p320561,5,4,MLZ,B,-8.886331,-12.618562,-15.325103,-11.281814
2017p405267GVZ,2017p405267,5,5,GVZ,B,-6.447,-10.144286,-13.083143,-7.391376
2017p405267LTZ,2017p405267,5,5,LTZ,B,-8.527213,-11.705297,-14.473291,-10.654264
2019p014177OXZ,2019p014177,7,1,OXZ,B,-5.933824,-9.749908,-13.064094,-8.750103
2019p014177INZ,2019p014177,7,1,INZ,B,-4.391721,-8.124844,-11.671921,-7.118352
2019p014177WVZ,2019p014177,7,1,WVZ,B,-6.49752,-10.976432,-14.574798,-8.689263
2019p014177LTZ,2019p014177,7,1,LTZ,B,-5.618456,-10.134159,-13.56865,-8.779962
2013p708602MQZ,2013p708602,1,9,MQZ,B,-4.932758,-8.584183,-11.464135,-8.071921
2017p383145GVZ,2017p383145,5,5,GVZ,B,-5.366393,-9.514152,-12.703653,-9.313481
2017p383145OXZ,2017p383145,5,5,OXZ,B,-2.43159,-6.642307,-10.534599,-5.514279
2017p383145LTZ,2017p383145,5,5,LTZ,B,-6.639325,-10.523384,-14.078175,-9.683549
2017p383145HUNS,2017p383145,5,5,HUNS,B,-6.863268,-10.780558,-13.952476,-9.862346
2017p383145MQZ,2017p383145,5,5,MQZ,B,-6.532294,-10.254464,-13.649996,-8.706147
2017p383145RPZ,2017p383145,5,5,RPZ,B,-7.929768,-12.012152,-14.673532,-8.025061
2017p383145RCBS,2017p383145,5,5,RCBS,B,-13.437074,-14.694987,-17.380404,-15.185932
2020p524574OXZ,2020p524574,8,7,OXZ,B,-5.956299,-9.881726,-13.729333,-7.342264
